id,year,week,neutral_site,home_team,home_conference,home_points,home_elo,away_team,away_conference,away_points,away_elo,spread,margin,predicted margin
401309867,2021,5,False,Colorado,Pac-12,14,1366.0,USC,Pac-12,37,1619.0,9.0,23,-0.0823262
401309614,2021,5,False,Coastal Carolina,Sun Belt,59,1718.0,Louisiana Monroe,Sun Belt,6,1122.0,-33.5,-53,-0.04518456
401309558,2021,5,False,Northern Illinois,Mid-American,27,1208.0,Eastern Michigan,Mid-American,20,1479.0,-1.5,-7,-0.04216708
401282708,2021,5,False,Notre Dame,FBS Independents,13,1841.0,Cincinnati,American Athletic,24,1846.0,2.0,11,-0.12845165
401310711,2021,5,False,Boise State,Mountain West,31,1705.0,Nevada,Mountain West,41,1445.0,-3.5,10,-0.018615998
401287916,2021,5,False,West Virginia,Big 12,20,1546.0,Texas Tech,Big 12,23,1503.0,-7.5,3,-0.0046076104
401301013,2021,5,False,Navy,American Athletic,34,1265.0,UCF,American Athletic,30,1633.0,15.0,-4,-0.09389903
401301014,2021,5,False,East Carolina,American Athletic,52,1415.0,Tulane,American Athletic,29,1477.0,3.0,-23,-0.028205868
401309560,2021,5,False,Akron,Mid-American,17,950.0,Ohio,Mid-American,34,1347.0,9.5,17,-0.09053688
401309562,2021,5,False,Kent State,Mid-American,27,1337.0,Bowling Green,Mid-American,20,1076.0,-16.5,-7,-0.010133527
401308835,2021,5,False,Miami (OH),Mid-American,28,1371.0,Central Michigan,Mid-American,17,1378.0,1.5,-11,-0.011475792
401282813,2021,5,False,Rutgers,Big Ten,13,1542.0,Ohio State,Big Ten,52,1934.0,15.0,39,-0.2042159
401309864,2021,5,False,Stanford,Pac-12,31,1501.0,Oregon,Pac-12,24,1738.0,8.5,-7,-0.090216
401287913,2021,5,False,Kansas State,Big 12,31,1536.0,Oklahoma,Big 12,37,1860.0,12.5,6,-0.13368563
401282094,2021,5,False,South Carolina,SEC,23,1387.0,Troy,Sun Belt,14,1401.0,-6.5,-9,-0.007223133
401282215,2021,5,False,Florida Atlantic,Conference USA,58,1519.0,Florida International,Conference USA,21,1283.0,-10.5,-37,-0.00925036
401282089,2021,5,False,Alabama,SEC,42,2145.0,Ole Miss,SEC,21,1739.0,-15.0,-21,-0.10061517
401282648,2021,5,False,Florida State,ACC,33,1344.0,Syracuse,ACC,30,1424.0,-5.5,-3,-0.012811221
401309613,2021,5,False,Georgia Southern,Sun Belt,59,1390.0,Arkansas State,Sun Belt,33,1261.0,-2.0,-26,-5.8598816e-06
401301016,2021,5,False,SMU,American Athletic,41,1569.0,South Florida,American Athletic,17,1173.0,-21.0,-24,-0.00097060576
401309559,2021,5,False,Ball State,Mid-American,28,1387.0,Army,FBS Independents,16,1644.0,10.0,-12,-0.07844736
401309863,2021,5,False,California,Pac-12,6,1461.0,Washington State,Pac-12,21,1418.0,-7.5,15,-0.013518486
401282220,2021,5,False,NC State,ACC,34,1560.0,Louisiana Tech,Conference USA,27,1351.0,-17.5,-7,-0.007944401
401282222,2021,5,False,UT San Antonio,Conference USA,24,1480.0,UNLV,Mountain West,17,1177.0,-21.5,-7,-0.008457899
401282091,2021,5,False,Kentucky,SEC,20,1593.0,Florida,SEC,13,1779.0,7.5,-7,-0.10086702
401282218,2021,5,False,Rice,Conference USA,24,1174.0,Southern Mississippi,Conference USA,19,1237.0,-1.5,-5,-0.03982301
401310710,2021,5,False,New Mexico,Mountain West,10,1263.0,Air Force,Mountain West,38,1660.0,11.5,28,-0.103519455
401287912,2021,5,False,Iowa State,Big 12,59,1835.0,Kansas,Big 12,7,1060.0,-34.5,-52,-0.03083986
401282216,2021,5,False,Middle Tennessee,Conference USA,34,1276.0,Marshall,Conference USA,28,1617.0,10.5,-6,-0.0752803
401282221,2021,5,False,UAB,Conference USA,12,1505.0,Liberty,FBS Independents,36,1602.0,-3.0,24,-0.072669685
401287914,2021,5,False,Oklahoma State,Big 12,24,1674.0,Baylor,Big 12,14,1589.0,-4.0,-10,-0.026840877
401282095,2021,5,False,Texas A&M,SEC,22,1778.0,Mississippi State,SEC,26,1545.0,-7.0,4,-0.027258564
401282647,2021,5,False,Clemson,ACC,19,1879.0,Boston College,ACC,13,1538.0,-14.5,-6,-0.030257955
401282096,2021,5,False,Vanderbilt,SEC,30,1127.0,Connecticut,FBS Independents,28,1033.0,-14.5,-2,-0.043019194
401282729,2021,5,False,Penn State,Big Ten,24,1764.0,Indiana,Big Ten,0,1579.0,-12.5,-24,-0.04152763
401282223,2021,5,False,Michigan State,Big Ten,48,1555.0,Western Kentucky,Conference USA,31,1408.0,-10.5,-17,-0.00061799865
401282800,2021,5,False,Nebraska,Big Ten,56,1572.0,Northwestern,Big Ten,7,1607.0,-11.5,-49,-0.09349642
401309615,2021,5,False,South Alabama,Sun Belt,18,1323.0,Louisiana,Sun Belt,20,1685.0,12.0,2,-0.08293272
401282217,2021,5,False,UTEP,Conference USA,28,1234.0,Old Dominion,Conference USA,21,1221.0,-5.5,-7,-0.024711445
401282092,2021,5,False,LSU,SEC,19,1689.0,Auburn,SEC,24,1717.0,-3.0,5,-0.07469335
401309865,2021,5,False,Oregon State,Pac-12,27,1540.0,Washington,Pac-12,24,1714.0,-2.5,-3,-0.07482013
401309866,2021,5,False,UCLA,Pac-12,23,1635.0,Arizona State,Pac-12,42,1688.0,-3.0,19,-0.08489361
401310713,2021,5,False,San José State,Mountain West,37,1418.0,New Mexico State,FBS Independents,31,1140.0,-25.5,-6,-0.025013037
401310712,2021,5,False,Hawai'i,Mountain West,27,1377.0,Fresno State,Mountain West,24,1562.0,10.5,-3,-0.05970989
401301017,2021,6,False,Tulane,American Athletic,22,1413.0,Houston,American Athletic,40,1649.0,6.5,18,-0.07542318
401309616,2021,6,False,Arkansas State,Sun Belt,20,1209.0,Coastal Carolina,Sun Belt,52,1798.0,20.0,32,-0.15184242
401282224,2021,6,False,Florida International,Conference USA,33,1209.0,Charlotte,Conference USA,45,1321.0,3.5,12,-0.047854494
401301018,2021,6,False,Cincinnati,American Athletic,52,1869.0,Temple,American Athletic,3,1183.0,-30.0,-49,-0.031477287
401309868,2021,6,False,Arizona State,Pac-12,28,1729.0,Stanford,Pac-12,10,1525.0,-13.5,-18,-0.026182957
401282098,2021,6,False,Florida,SEC,42,1758.0,Vanderbilt,SEC,0,1126.0,-39.0,-42,-0.058837377
401282100,2021,6,False,Ole Miss,SEC,52,1729.0,Arkansas,SEC,51,1617.0,-5.0,-1,-0.038108513
401309564,2021,6,False,Toledo,Mid-American,20,1472.0,Northern Illinois,Mid-American,22,1234.0,-13.0,2,-0.003779633
401287917,2021,6,False,Baylor,Big 12,45,1578.0,West Virginia,Big 12,20,1539.0,-1.0,-25,-0.04160409
401282788,2021,6,False,Rutgers,Big Ten,13,1478.0,Michigan State,Big Ten,31,1579.0,4.0,18,-0.056246206
401287918,2021,6,True,Texas,Big 12,48,1893.0,Oklahoma,Big 12,55,1848.0,4.0,7,-0.133961
401282102,2021,6,False,Tennessee,SEC,45,1598.0,South Carolina,SEC,20,1402.0,-10.5,-25,-0.0021223426
401282769,2021,6,False,Ohio State,Big Ten,66,1998.0,Maryland,Big Ten,17,1392.0,-21.5,-49,-0.031604487
401309566,2021,6,False,Bowling Green,Mid-American,20,1080.0,Akron,Mid-American,35,948.0,-14.0,15,-0.057182148
401282652,2021,6,False,Duke,ACC,27,1299.0,Georgia Tech,ACC,31,1428.0,4.5,4,-0.034473307
401282226,2021,6,False,Marshall,Conference USA,20,1591.0,Old Dominion,Conference USA,13,1212.0,-21.0,-7,0.0040481184
401282653,2021,6,False,Louisville,ACC,33,1529.0,Virginia,ACC,34,1504.0,-2.5,1,-0.0002836017
401282097,2021,6,False,Auburn,SEC,10,1724.0,Georgia,SEC,34,2093.0,14.5,24,-0.24135607
401282654,2021,6,False,North Carolina,ACC,25,1727.0,Florida State,ACC,35,1346.0,-17.5,10,-0.007674154
401282229,2021,6,False,Liberty,FBS Independents,41,1654.0,Middle Tennessee,Conference USA,13,1302.0,-20.0,-28,-0.016773032
401282655,2021,6,False,Syracuse,ACC,37,1422.0,Wake Forest,ACC,40,1651.0,6.0,3,-0.051189065
401282225,2021,6,False,UAB,Conference USA,31,1453.0,Florida Atlantic,Conference USA,14,1593.0,-3.5,-17,-0.043474
401286191,2021,6,False,UMass,FBS Independents,27,891.0,Connecticut,FBS Independents,13,1034.0,3.0,-14,-0.07945932
401308836,2021,6,False,Eastern Michigan,Mid-American,13,1453.0,Miami (OH),Mid-American,12,1391.0,2.5,-1,-0.011474928
401309913,2021,6,False,BYU,FBS Independents,17,1788.0,Boise State,Mountain West,26,1660.0,-6.0,9,-0.05899944
401309567,2021,6,False,Ohio,Mid-American,27,1349.0,Central Michigan,Mid-American,30,1358.0,5.0,3,-0.027308434
401310715,2021,6,False,Colorado State,Mountain West,32,1439.0,San José State,Mountain West,14,1412.0,-3.5,-18,-0.004186183
401301021,2021,6,False,Navy,American Athletic,24,1280.0,SMU,American Athletic,31,1587.0,13.5,7,-0.08069328
401309563,2021,6,False,Western Michigan,Mid-American,20,1511.0,Ball State,Mid-American,45,1432.0,-12.5,25,-0.03503162
401282718,2021,6,False,Illinois,Big Ten,0,1360.0,Wisconsin,Big Ten,24,1656.0,12.0,24,-0.09678437
401309869,2021,6,False,Washington State,Pac-12,31,1457.0,Oregon State,Pac-12,24,1543.0,4.0,-7,-0.030808702
401282758,2021,6,False,Iowa,Big Ten,23,1924.0,Penn State,Big Ten,20,1804.0,-2.5,-3,-0.11240707
401282101,2021,6,False,Missouri,SEC,48,1386.0,North Texas,Conference USA,35,1184.0,-18.5,-13,-0.011933766
401301019,2021,6,False,UCF,American Athletic,20,1618.0,East Carolina,American Athletic,16,1479.0,-10.0,-4,0.000798475
401309617,2021,6,False,Troy,Sun Belt,27,1386.0,Georgia Southern,Sun Belt,24,1442.0,-5.5,-3,-0.0072336346
401309565,2021,6,False,Kent State,Mid-American,48,1333.0,Buffalo,Mid-American,38,1531.0,-7.0,-10,-0.03419713
401287919,2021,6,False,Texas Tech,Big 12,31,1510.0,TCU,Big 12,52,1630.0,2.5,21,-0.07310051
401310714,2021,6,False,Air Force,Mountain West,24,1690.0,Wyoming,Mountain West,14,1607.0,-5.5,-10,-0.03103035
401309619,2021,6,False,Texas State,Sun Belt,33,1194.0,South Alabama,Sun Belt,31,1339.0,4.0,-2,-0.04384247
401282228,2021,6,False,Western Kentucky,Conference USA,46,1384.0,UT San Antonio,Conference USA,52,1474.0,-3.5,6,-0.013182348
401282227,2021,6,False,Southern Mississippi,Conference USA,13,1229.0,UTEP,Conference USA,26,1243.0,1.5,13,-0.04166314
401282099,2021,6,False,Kentucky,SEC,42,1614.0,LSU,SEC,21,1682.0,-2.0,-21,-0.071957976
401282656,2021,6,False,Virginia Tech,ACC,29,1571.0,Notre Dame,FBS Independents,32,1818.0,-1.0,3,-0.11812094
401282778,2021,6,False,Nebraska,Big Ten,29,1729.0,Michigan,Big Ten,32,1858.0,2.5,3,-0.13387814
401309618,2021,6,False,Louisiana Monroe,Sun Belt,21,1042.0,Georgia State,Sun Belt,55,1263.0,16.0,34,-0.10576032
401309871,2021,6,False,USC,Pac-12,26,1651.0,Utah,Pac-12,42,1639.0,-3.0,16,-0.06676562
401282103,2021,6,False,Texas A&M,SEC,41,1755.0,Alabama,SEC,38,2155.0,18.5,-3,-0.25260252
401310716,2021,6,False,San Diego State,Mountain West,31,1615.0,New Mexico,Mountain West,7,1233.0,-19.5,-24,-0.0016685463
401301020,2021,6,False,Tulsa,American Athletic,35,1410.0,Memphis,American Athletic,29,1536.0,-3.0,-6,-0.0173539
401310717,2021,6,False,Nevada,Mountain West,55,1490.0,New Mexico State,FBS Independents,28,1146.0,-28.5,-27,-0.027767047
401309870,2021,6,False,Arizona,Pac-12,16,1264.0,UCLA,Pac-12,34,1594.0,16.0,18,-0.09274468
401309620,2021,7,False,Louisiana,Sun Belt,41,1669.0,Appalachian State,Sun Belt,13,1700.0,4.0,-28,-0.09513509
401309621,2021,7,False,South Alabama,Sun Belt,41,1337.0,Georgia Southern,Sun Belt,14,1440.0,-2.5,-27,-0.03688622
401301022,2021,7,False,Memphis,American Athletic,35,1522.0,Navy,American Athletic,17,1289.0,-11.0,-18,0.010072425
401282231,2021,7,False,North Texas,Conference USA,21,1175.0,Marshall,Conference USA,49,1581.0,11.0,28,-0.08954227
401282657,2021,7,False,Syracuse,ACC,14,1431.0,Clemson,ACC,17,1871.0,13.5,3,-0.13098006
401309872,2021,7,False,Oregon,Pac-12,24,1714.0,California,Pac-12,17,1422.0,-13.5,-7,0.00056989584
401310723,2021,7,False,San José State,Mountain West,13,1374.0,San Diego State,Mountain West,19,1635.0,9.5,6,-0.06334802
401282106,2021,7,False,LSU,SEC,49,1625.0,Florida,SEC,42,1801.0,12.5,-7,-0.11833568
401282104,2021,7,False,Arkansas,SEC,23,1620.0,Auburn,SEC,38,1702.0,-4.5,15,-0.08124146
401282731,2021,7,False,Indiana,Big Ten,15,1539.0,Michigan State,Big Ten,20,1612.0,3.5,5,-0.042778052
401301024,2021,7,False,South Florida,American Athletic,31,1155.0,Tulsa,American Athletic,32,1424.0,7.0,1,-0.055183575
401286192,2021,7,False,Connecticut,FBS Independents,21,839.0,Yale,Ivy,15,1789.0,3.5,-6,-0.17348498
401287924,2021,7,False,Texas,Big 12,24,1882.0,Oklahoma State,Big 12,32,1685.0,-3.5,8,-0.07185879
401301023,2021,7,False,Cincinnati,American Athletic,56,1926.0,UCF,American Athletic,21,1617.0,-21.5,-35,-0.07924287
401309571,2021,7,False,Buffalo,Mid-American,27,1499.0,Ohio,Mid-American,26,1345.0,-7.5,-1,0.005619419
401282108,2021,7,False,Missouri,SEC,14,1395.0,Texas A&M,SEC,35,1762.0,11.5,21,-0.119249016
401282796,2021,7,False,Minnesota,Big Ten,30,1603.0,Nebraska,Big Ten,23,1732.0,4.5,-7,-0.08167062
401282807,2021,7,False,Northwestern,Big Ten,21,1450.0,Rutgers,Big Ten,7,1445.0,2.5,-14,-0.008658372
401282660,2021,7,False,Virginia,ACC,48,1506.0,Duke,ACC,0,1301.0,-10.5,-48,-0.0324579
401309568,2021,7,False,Eastern Michigan,Mid-American,31,1452.0,Ball State,Mid-American,38,1509.0,1.0,7,-0.020991668
401308837,2021,7,False,Miami (OH),Mid-American,34,1392.0,Akron,Mid-American,21,997.0,-20.0,-13,-0.002909515
401309622,2021,7,False,Texas State,Sun Belt,28,1196.0,Troy,Sun Belt,31,1388.0,7.5,3,-0.052250735
401282234,2021,7,False,Southern Mississippi,Conference USA,0,1201.0,UAB,Conference USA,34,1504.0,17.0,34,-0.10564944
401282232,2021,7,False,Old Dominion,Conference USA,20,1222.0,Western Kentucky,Conference USA,43,1380.0,13.5,23,-0.07685502
401282659,2021,7,False,North Carolina,ACC,45,1669.0,Miami,ACC,42,1518.0,-7.5,-3,-0.0037614927
401282661,2021,7,False,Virginia Tech,ACC,7,1581.0,Pittsburgh,ACC,28,1675.0,6.5,21,-0.08657895
401309570,2021,7,False,Northern Illinois,Mid-American,34,1251.0,Bowling Green,Mid-American,26,1031.0,-9.0,-8,-0.013729472
401309569,2021,7,False,Central Michigan,Mid-American,26,1362.0,Toledo,Mid-American,23,1455.0,5.0,-3,-0.026326582
401287920,2021,7,False,Baylor,Big 12,38,1637.0,BYU,FBS Independents,24,1759.0,-5.5,-14,-0.093212694
401282105,2021,7,False,Georgia,SEC,30,2115.0,Kentucky,SEC,13,1671.0,-21.5,-17,-0.090823606
401282760,2021,7,False,Iowa,Big Ten,7,1923.0,Purdue,Big Ten,24,1555.0,-11.5,17,-0.06188716
401310721,2021,7,False,Wyoming,Mountain West,0,1596.0,Fresno State,Mountain West,17,1558.0,3.0,17,-0.05046823
401309875,2021,7,False,Colorado,Pac-12,34,1334.0,Arizona,Pac-12,0,1253.0,-6.0,-34,-0.019877043
401309572,2021,7,False,Western Michigan,Mid-American,64,1434.0,Kent State,Mid-American,31,1365.0,-7.0,-33,-0.023785204
401287921,2021,7,False,Kansas,Big 12,14,1005.0,Texas Tech,Big 12,41,1470.0,18.5,27,-0.10072368
401282109,2021,7,False,South Carolina,SEC,21,1361.0,Vanderbilt,SEC,20,1083.0,-18.5,-1,-0.016165264
401282233,2021,7,False,UT San Antonio,Conference USA,45,1478.0,Rice,Conference USA,0,1182.0,-17.0,-45,-0.022212997
401286296,2021,7,False,Louisiana Monroe,Sun Belt,31,973.0,Liberty,FBS Independents,28,1688.0,32.5,-3,-0.18491143
401282107,2021,7,False,Mississippi State,SEC,9,1568.0,Alabama,SEC,49,2148.0,17.5,40,-0.28076145
401310720,2021,7,False,UNLV,Mountain West,24,1183.0,Utah State,Mountain West,28,1345.0,7.0,4,-0.05161906
401310719,2021,7,False,New Mexico,Mountain West,7,1213.0,Colorado State,Mountain West,36,1477.0,13.0,29,-0.085778706
401282658,2021,7,False,Boston College,ACC,7,1546.0,NC State,ACC,33,1558.0,3.0,26,-0.06699022
401287923,2021,7,False,Oklahoma,Big 12,52,1859.0,TCU,Big 12,31,1670.0,-12.5,-21,-0.07259016
401282110,2021,7,False,Tennessee,SEC,26,1639.0,Ole Miss,SEC,31,1726.0,1.0,5,-0.080848336
401287922,2021,7,False,Kansas State,Big 12,20,1548.0,Iowa State,Big 12,33,1890.0,6.5,13,-0.15416881
401309873,2021,7,False,Washington State,Pac-12,34,1472.0,Stanford,Pac-12,31,1504.0,-1.0,-3,-0.0041139685
401282826,2021,7,False,Wisconsin,Big Ten,20,1686.0,Army,FBS Independents,14,1599.0,-14.0,-6,-0.03942678
401309874,2021,7,False,Washington,Pac-12,17,1711.0,UCLA,Pac-12,24,1605.0,-1.5,7,-0.04154277
401310718,2021,7,False,Boise State,Mountain West,17,1689.0,Air Force,Mountain West,24,1701.0,-3.0,7,-0.068244636
401282230,2021,7,False,UTEP,Conference USA,19,1271.0,Louisiana Tech,Conference USA,3,1353.0,6.5,-16,-0.02889571
401309876,2021,7,False,Utah,Pac-12,35,1678.0,Arizona State,Pac-12,21,1750.0,-1.5,-14,-0.09109135
401310722,2021,7,False,Nevada,Mountain West,34,1522.0,Hawai'i,Mountain West,17,1381.0,-14.0,-17,-0.010035025
401309623,2021,8,False,Appalachian State,Sun Belt,30,1623.0,Coastal Carolina,Sun Belt,27,1819.0,4.5,-3,-0.11394113
401309624,2021,8,False,Arkansas State,Sun Belt,27,1188.0,Louisiana,Sun Belt,28,1746.0,18.0,1,-0.1253182
401282235,2021,8,False,Charlotte,Conference USA,9,1337.0,Florida Atlantic,Conference USA,38,1542.0,6.5,29,-0.07826465
401301025,2021,8,False,SMU,American Athletic,55,1578.0,Tulane,American Athletic,26,1393.0,-14.0,-29,-0.01708658
401310729,2021,8,False,UNLV,Mountain West,20,1187.0,San José State,Mountain West,27,1382.0,6.0,7,-0.051317476
401282239,2021,8,False,Connecticut,FBS Independents,13,993.0,Middle Tennessee,Conference USA,44,1268.0,14.0,31,-0.100670554
401301026,2021,8,False,UCF,American Athletic,24,1558.0,Memphis,American Athletic,7,1540.0,-1.0,-17,-0.024249107
401310725,2021,8,False,Utah State,Mountain West,26,1341.0,Colorado State,Mountain West,24,1525.0,3.0,-2,-0.02965197
401309877,2021,8,False,Arizona,Pac-12,16,1169.0,Washington,Pac-12,21,1689.0,17.0,5,-0.115894675
401301027,2021,8,False,Navy,American Athletic,20,1271.0,Cincinnati,American Athletic,27,1985.0,28.5,7,-0.19586387
401282663,2021,8,False,Florida State,ACC,59,1404.0,UMass,FBS Independents,3,932.0,-35.5,-56,-0.050735652
401282662,2021,8,False,Army,FBS Independents,56,1596.0,Wake Forest,ACC,70,1642.0,3.0,14,-0.061179444
401287928,2021,8,False,Texas Tech,Big 12,24,1491.0,Kansas State,Big 12,25,1549.0,1.0,1,-0.017107561
401282779,2021,8,False,Michigan,Big Ten,33,1855.0,Northwestern,Big Ten,7,1478.0,-23.5,-26,-0.048586458
401282717,2021,8,False,Penn State,Big Ten,18,1805.0,Illinois,Big Ten,20,1330.0,-24.5,2,-0.015101545
401309574,2021,8,False,Bowling Green,Mid-American,24,1032.0,Eastern Michigan,Mid-American,55,1443.0,4.0,31,-0.08137927
401309577,2021,8,False,Central Michigan,Mid-American,38,1364.0,Northern Illinois,Mid-American,39,1250.0,-6.0,1,-0.008923478
401287926,2021,8,False,Kansas,Big 12,23,984.0,Oklahoma,Big 12,35,1889.0,38.5,12,-0.22740418
401282668,2021,8,False,Virginia Tech,ACC,36,1538.0,Syracuse,ACC,41,1451.0,-3.5,5,0.00075084064
401309576,2021,8,False,Ohio,Mid-American,27,1349.0,Kent State,Mid-American,34,1283.0,5.5,7,-0.03267592
401309625,2021,8,False,Georgia State,Sun Belt,28,1332.0,Texas State,Sun Belt,16,1203.0,-10.5,-12,-0.0046430957
401282821,2021,8,False,Purdue,Big Ten,13,1639.0,Wisconsin,Big Ten,30,1689.0,3.5,17,-0.08028695
401287925,2021,8,False,Iowa State,Big 12,24,1889.0,Oklahoma State,Big 12,21,1718.0,-7.0,-3,-0.0785089
401309878,2021,8,False,California,Pac-12,26,1428.0,Colorado,Pac-12,3,1418.0,-8.5,-23,-0.022031773
401282767,2021,8,False,Minnesota,Big Ten,34,1620.0,Maryland,Big Ten,16,1326.0,-4.0,-18,0.021327885
401310726,2021,8,False,Wyoming,Mountain West,3,1551.0,New Mexico,Mountain West,14,1165.0,-20.0,11,-0.007966161
401282238,2021,8,False,UAB,Conference USA,24,1563.0,Rice,Conference USA,30,1089.0,-23.5,6,-0.009181503
401282666,2021,8,False,Pittsburgh,ACC,27,1718.0,Clemson,ACC,17,1851.0,-3.5,-10,-0.12446746
401309575,2021,8,False,Akron,Mid-American,10,1002.0,Buffalo,Mid-American,45,1495.0,13.5,35,-0.09980163
401309573,2021,8,False,Toledo,Mid-American,34,1453.0,Western Michigan,Mid-American,15,1516.0,1.5,-19,-0.025382362
401309881,2021,8,False,Washington State,Pac-12,19,1473.0,BYU,FBS Independents,21,1720.0,3.5,2,-0.07342337
401308838,2021,8,False,Ball State,Mid-American,17,1518.0,Miami (OH),Mid-American,24,1387.0,-3.5,7,-0.002988426
401309879,2021,8,False,UCLA,Pac-12,31,1627.0,Oregon,Pac-12,34,1708.0,-1.0,3,-0.07287736
401282113,2021,8,False,Ole Miss,SEC,31,1729.0,LSU,SEC,17,1645.0,-9.0,-14,-0.05549547
401282115,2021,8,False,Vanderbilt,SEC,6,1091.0,Mississippi State,SEC,45,1524.0,20.5,39,-0.1265238
401301028,2021,8,False,Houston,American Athletic,31,1669.0,East Carolina,American Athletic,24,1480.0,-13.5,-7,-0.011388037
401282240,2021,8,False,North Texas,Conference USA,26,1146.0,Liberty,FBS Independents,35,1676.0,21.0,9,-0.12741475
401282664,2021,8,False,Louisville,ACC,28,1527.0,Boston College,ACC,14,1477.0,-4.0,-14,-0.0018287152
401301029,2021,8,False,South Florida,American Athletic,34,1166.0,Temple,American Athletic,14,1126.0,-1.5,-20,-0.02571024
401282237,2021,8,False,Louisiana Tech,Conference USA,16,1311.0,UT San Antonio,Conference USA,45,1571.0,5.5,29,-0.08242957
401282111,2021,8,False,Alabama,SEC,52,2192.0,Tennessee,SEC,24,1636.0,-25.5,-28,-0.096826
401310727,2021,8,False,Fresno State,Mountain West,34,1603.0,Nevada,Mountain West,32,1546.0,-3.5,-2,-0.007341597
401309626,2021,8,False,Louisiana Monroe,Sun Belt,41,985.0,South Alabama,Sun Belt,31,1420.0,13.5,-10,-0.08651894
401282236,2021,8,False,Florida International,Conference USA,19,1193.0,Western Kentucky,Conference USA,34,1422.0,16.5,15,-0.07886778
401310724,2021,8,False,Air Force,Mountain West,14,1713.0,San Diego State,Mountain West,20,1627.0,-3.0,6,-0.043036688
401287927,2021,8,False,TCU,Big 12,17,1640.0,West Virginia,Big 12,29,1480.0,-4.5,12,-0.021511931
401282114,2021,8,False,Texas A&M,SEC,44,1777.0,South Carolina,SEC,14,1353.0,-19.5,-30,-0.01631221
401282667,2021,8,False,Virginia,ACC,48,1622.0,Georgia Tech,ACC,40,1426.0,-6.5,-8,0.017674671
401282730,2021,8,False,Indiana,Big Ten,7,1536.0,Ohio State,Big Ten,54,2064.0,21.0,47,-0.2630568
401282709,2021,8,False,Notre Dame,FBS Independents,31,1808.0,USC,Pac-12,16,1612.0,-7.5,-15,-0.041012004
401309880,2021,8,False,Oregon State,Pac-12,42,1528.0,Utah,Pac-12,34,1713.0,3.0,-8,-0.075282305
401282665,2021,8,False,Miami,ACC,31,1519.0,NC State,ACC,30,1627.0,3.5,-1,-0.041343115
401309627,2021,9,False,Coastal Carolina,Sun Belt,35,1815.0,Troy,Sun Belt,28,1381.0,-17.0,-7,0.00036065187
401301033,2021,9,False,East Carolina,American Athletic,29,1481.0,South Florida,American Athletic,14,1209.0,-9.5,-15,0.011700412
401301030,2021,9,False,Tulsa,American Athletic,17,1413.0,Navy,American Athletic,20,1305.0,-11.0,3,-0.00909787
401310734,2021,9,False,Nevada,Mountain West,51,1546.0,UNLV,Mountain West,20,1188.0,-19.0,-31,-0.0035209768
401309631,2021,9,False,Louisiana,Sun Belt,45,1723.0,Texas State,Sun Belt,0,1191.0,-21.0,-45,-0.008439988
401282674,2021,9,False,Pittsburgh,ACC,34,1745.0,Miami,ACC,38,1523.0,-9.5,4,-0.021509897
401287929,2021,9,False,Baylor,Big 12,31,1676.0,Texas,Big 12,24,1849.0,-2.5,-7,-0.1262294
401282763,2021,9,False,Wisconsin,Big Ten,27,1725.0,Iowa,Big Ten,7,1839.0,-3.0,-20,-0.12710778
401282777,2021,9,False,Michigan State,Big Ten,37,1615.0,Michigan,Big Ten,33,1881.0,4.0,-4,-0.13977298
401282671,2021,9,False,Georgia Tech,ACC,17,1426.0,Virginia Tech,ACC,26,1523.0,-3.5,9,-0.023244027
401282726,2021,9,False,Maryland,Big Ten,38,1313.0,Indiana,Big Ten,35,1464.0,-3.5,-3,-0.022443999
401286297,2021,9,False,Liberty,FBS Independents,62,1654.0,UMass,FBS Independents,17,826.0,-35.5,-45,-0.0031809323
401301031,2021,9,False,Temple,American Athletic,7,1083.0,UCF,American Athletic,49,1594.0,11.5,42,-0.12462634
401309578,2021,9,False,Buffalo,Mid-American,44,1535.0,Bowling Green,Mid-American,56,995.0,-13.5,12,-0.0038426612
401282719,2021,9,False,Illinois,Big Ten,14,1362.0,Rutgers,Big Ten,20,1417.0,1.5,6,-0.022812113
401301032,2021,9,False,Tulane,American Athletic,12,1338.0,Cincinnati,American Athletic,31,1951.0,28.0,19,-0.18968406
401287933,2021,9,False,West Virginia,Big 12,38,1522.0,Iowa State,Big 12,31,1888.0,7.5,-7,-0.14174318
401282246,2021,9,False,Rice,Conference USA,24,1140.0,North Texas,Conference USA,30,1168.0,-1.5,6,-0.051909477
401282119,2021,9,False,Vanderbilt,SEC,28,1032.0,Missouri,SEC,37,1380.0,16.0,9,-0.09383434
401309885,2021,9,False,Arizona State,Pac-12,21,1715.0,Washington State,Pac-12,34,1483.0,-16.5,13,-0.032084644
401310731,2021,9,False,Utah State,Mountain West,51,1344.0,Hawai'i,Mountain West,31,1365.0,-4.5,-20,-0.015129589
401282242,2021,9,False,Marshall,Conference USA,38,1610.0,Florida International,Conference USA,0,1180.0,-21.5,-38,-0.010923393
401309628,2021,9,False,Appalachian State,Sun Belt,59,1627.0,Louisiana Monroe,Sun Belt,28,1038.0,-27.0,-31,-0.00018815696
401309884,2021,9,False,Oregon,Pac-12,52,1708.0,Colorado,Pac-12,29,1363.0,-24.5,-23,-0.0379641
401282117,2021,9,True,Florida,SEC,7,1781.0,Georgia,SEC,34,2114.0,14.0,27,-0.2509187
401287931,2021,9,False,Oklahoma,Big 12,52,1846.0,Texas Tech,Big 12,21,1493.0,-19.0,-31,-0.038112618
